char_name,profession,sub_profession,rarity,skill_index,skill_name,damage_type,scenario,target_def,target_res,atk_final,atk_base,trust_atk,pot_atk,mod_atk,tal_atk_pct,mult,hit_times,max_target,duration,interval,attack_count,per_hit_raw,per_hit_eff,burst_raw,burst_eff,dps_eff,cycle_dps_eff,cycle_dps_avg_eff,heal_total,heal_dps,heal_cycle_dps,chain_times,aoe_total_raw,elemental_total,element_type,elemental_dps,time_to_burst,time_to_burst_boss,burst_trigger_dps,burst_extra_dps,burst_dps,sp_type,sp_cost,init_sp,module_used
耀骑士临光,WARRIOR,fearless,5,0,灿焰长刃,physical,base,0,0,1254.0,1064.0,85.0,0.0,105.0,0.0,1.7,1,1,,,1,2131.8,2131.8,2131,2131,,35.5,1289.5,,,,,,,,,,,,,,1,60,0,耀阳锋刃
耀骑士临光,WARRIOR,fearless,5,1,逐夜烁光,physical,base,0,0,1254.0,1064.0,85.0,0.0,105.0,0.0,2.6,1,1,27.0,,1,3260.4,3260.4,3260,3260,120.8,,,,,,,,,,,,,,,,8,0,0,耀阳锋刃
耀骑士临光,WARRIOR,fearless,5,2,耀阳颔首,true,base,0,0,1254.0,1064.0,85.0,0.0,105.0,0.0,2.4,1,1,25.0,1.5,17,3009.6,3009.6,51163,51163,2046.5,1279.1,1592.6,,,,,,,,,,,,,,1,40,25,耀阳锋刃
夜莺,MEDIC,ringhealer,5,0,治疗强化·γ型,none,base,0,0,485.0,350.0,70.0,0.0,65.0,0.0,1.9,1,1,30.0,2.85,11,921.5,,10136,,,,,,,,,,,,,,,,,,1,30,20,“封闭的希望”
夜莺,MEDIC,ringhealer,5,1,法术护盾,none,base,0,0,485.0,350.0,70.0,0.0,65.0,0.0,0.9,1,1,5.0,2.85,2,436.5,,873,,,,,873,174.6,67.2,,,,,,,,,,,1,8,0,“封闭的希望”
夜莺,MEDIC,ringhealer,5,2,圣域,none,base,0,0,485.0,350.0,70.0,0.0,65.0,0.0,1.8,1,1,60.0,2.85,22,873.0,,19206,,,,,,,,,,,,,,,,,,1,120,115,“封闭的希望”
伊芙利特,CASTER,blastcaster,5,0,狂热,arts,base,0,0,1052.0,870.0,110.0,0.0,72.0,0.0,1.2,1,1,20.0,1.5508021390374331,13,1262.4,1262.4,16411,16411,820.6,410.3,752.2,,,,,,,,,,,,,,1,40,20,“同熔”
伊芙利特,CASTER,blastcaster,5,1,炎爆,arts,base,0,0,1052.0,870.0,110.0,0.0,72.0,0.0,2.5,1,1,3.01,2.710280373831776,2,2630.0,2630.0,5260,5260,1747.5,525.5,840.8,,,,,,694,neural,230.7,4.34,8.67,418.6,,418.6,1,7,0,“同熔”
伊芙利特,CASTER,blastcaster,5,2,灼地,arts,base,0,0,1052.0,870.0,110.0,0.0,72.0,0.0,1.4,1,1,20.0,2.710280373831776,8,1472.8,1472.8,11782,11782,589.1,245.5,486.6,,,,,,,,,,,,,,1,28,0,“同熔”
异客,CASTER,chain,5,1,聚焦指令,arts,base,0,0,943.9,689.0,85.0,0.0,100.0,0.08,1.3,1,5.0,35.0,1.7999999999999998,20,1227.1,1227.1,24541,24541,701.2,446.2,600.7,,,,,122709,,,,,,,,,1,40,20,王权金币
异客,CASTER,chain,5,2,辉煌裂片,arts,base,0,0,943.9,689.0,85.0,0.0,100.0,0.08,1.5,1,1,4.0,,1,1415.9,1415.9,1415,1415,354.0,41.6,430.3,,,,,,,,,,,,,,1,30,0,王权金币
隐德来希,WARRIOR,reaper,5,0,玫影觅迹,physical,base,0,0,825.0,700.0,50.0,0.0,75.0,0.0,1.75,1,1,,,1,1443.8,1443.8,1443,1443,,,,,,,,,,,,,,,,,2,2,0,玫瑰色故事集
隐德来希,WARRIOR,reaper,5,1,绯红壁合,physical,base,0,0,825.0,700.0,50.0,0.0,75.0,0.0,1.95,1,1,12.0,1.2149532710280373,10,1608.8,1608.8,16087,16087,1340.6,946.3,1189.0,,,,,,,,,,,,,,1,20,15,玫瑰色故事集
隐德来希,WARRIOR,reaper,5,2,灵与欲的惜别,physical,base,0,0,825.0,700.0,50.0,0.0,75.0,0.0,2.35,1,3.0,20.0,0.6280193236714976,32,1938.8,1938.8,62040,62040,3102.0,2215.7,2598.8,,,,,186120,,,,,,,,,1,30,22,玫瑰色故事集
伊内丝,PIONEER,agent,5,1,暗夜无明,physical,base,0,0,674.0,589.0,50.0,0.0,35.0,0.0,2.1,1,1,12.0,1.0,12,1415.4,1415.4,16984,16984,1415.4,999.1,1197.3,,,,,,,,,,,,,,1,20,15,角部“护理”套组
伊内丝,PIONEER,agent,5,2,独影归途,physical,base,0,0,674.0,589.0,50.0,0.0,35.0,0.0,5.2,1,6.0,16.0,,1,3504.8,3504.8,3504,3504,219.1,,,,,,,21028,,,,,,,,,8,0,0,角部“护理”套组
银灰,WARRIOR,lord,5,0,强力击·γ型,physical,base,0,0,1041.2,713.0,50.0,0.0,70.0,0.25,2.9,1,1,,,1,3019.6,3019.6,3019,3019,,,,,,,,,,,,,,,,,2,2,0,雪境羽兽护理套组
银灰,WARRIOR,lord,5,2,真银斩,physical,base,0,0,1041.2,713.0,50.0,0.0,70.0,0.25,3.0,1,6.0,30.0,1.3,24,3123.8,3123.8,74970,74970,2499.0,1666.0,1943.7,,,,,449820,,,,,,,,,1,90,75,雪境羽兽护理套组
引星棘刺,SPECIAL,alchemist,5,1,解构涌潮,arts,base,0,0,679.6,501.0,40.0,0.0,50.0,0.15,1.8,1,1,,,1,1223.4,1223.4,1223,1223,,203.9,657.0,,,,,,,,,,,,,,1,20,14,三面的金币
引星棘刺,SPECIAL,alchemist,5,2,“我的海疆”,arts,base,0,0,679.6,501.0,40.0,0.0,50.0,0.15,2.1,1,1,,,1,1427.3,1427.3,1427,1427,,118.9,572.0,,,,,,,,,,,,,,1,60,48,三面的金币
余,TANK,primprotector,5,1,厚礼上宾,arts,base,0,0,800.0,685.0,30.0,0.0,85.0,0.0,3.9,1,1,20.0,,1,3120.0,3120.0,3120,3120,156.0,120.0,243.1,,,,,,,,,,,,,,1,26,20,人间百味
余,TANK,primprotector,5,2,灶里乾坤,arts,base,0,0,800.0,685.0,30.0,0.0,85.0,0.0,2.1,1,1,45.0,1.6,29,1680.0,1680.0,48720,48720,1082.7,840.0,964.1,,,,,,2320,burn,51.6,19.4,38.79,238.1,,238.1,1,55,42,人间百味
远牙,SNIPER,longrange,5,0,迅捷打击·γ型,physical,base,0,0,1628.4,1196.0,100.0,0.0,120.0,0.15,1.45,1,1,35.0,1.7763157894736843,20,2361.2,2361.2,47223,47223,1349.2,858.6,1213.9,,,,,,,,,,,,,,1,35,15,支持者来信
远牙,SNIPER,longrange,5,2,光羽箭,physical,base,0,0,1628.4,1196.0,100.0,0.0,120.0,0.15,3.36,1,1,20.0,2.5233644859813085,8,5471.4,5471.4,43771,43771,2188.6,1459.0,1676.2,,,,,,,,,,,,,,1,20,10,支持者来信
郁金香,PIONEER,pioneer,5,0,钻心,physical,base,0,0,715.0,500.0,85.0,0.0,65.0,0.1,2.3,1,2.0,,,1,1644.5,1644.5,1644,1644,,205.6,920.6,,,,,3289,,,,,,,,,1,18,10,郁金香证章
郁金香,PIONEER,pioneer,5,2,只余芬芳,physical,base,0,0,715.0,500.0,85.0,0.0,65.0,0.1,2.0,1,1,,,1,1430.0,1430.0,1430,1430,,143.0,858.0,,,,,,,,,,,,,,1,25,15,郁金香证章
予愿安洁莉娜,SPECIAL,skywalker,5,0,极速送达,physical,base,0,0,944.7,796.0,40.0,0.0,0.0,0.13,2.35,1,2.0,60.0,1.5,40,2220.0,2220.0,88799,88799,1480.0,,,,,,,177599,,,,,,,,,8,0,0,
予愿安洁莉娜,SPECIAL,skywalker,5,1,重力自定义,arts,base,0,0,944.7,796.0,40.0,0.0,0.0,0.13,2.65,1,5.0,22.0,0.7,32,2503.4,2503.4,80108,80108,3641.3,3081.1,3190.1,,,,,400544,,,,,,,,,1,25,21,
予愿安洁莉娜,SPECIAL,skywalker,5,2,酸橙的心事,physical,base,0,0,944.7,796.0,40.0,0.0,0.0,0.13,4.9399999999999995,1,4.0,49.5,1.5,33,4666.7,4666.7,154001,154001,3111.1,2774.8,2842.9,,,,,616006,,,,,,,,,1,30,24,
早露,SNIPER,siegesniper,5,0,攻击力强化·γ型,physical,base,0,0,1391.0,1032.0,110.0,0.0,100.0,0.12,2.0,1,1,30.0,2.4,13,2782.1,2782.1,36167,36167,1205.6,803.7,1020.1,,,,,,,,,,,,,,1,30,15,“心”
早露,SNIPER,siegesniper,5,1,分裂射击,physical,base,0,0,1391.0,1032.0,110.0,0.0,100.0,0.12,1.9,1,2.0,60.0,2.4,25,2643.0,2643.0,66074,66074,1101.2,825.9,982.4,,,,,132148,,,,,,,,,1,65,45,“心”
早露,SNIPER,siegesniper,5,2,雪崩击,physical,base,0,0,1391.0,1032.0,110.0,0.0,100.0,0.12,1.25,1,4.0,8.0,,1,1738.8,1738.8,1738,1738,217.4,75.6,499.0,,,,,6955,,,,,,,,,1,30,15,“心”
斩业星熊,TANK,artsprotector,5,0,恶业苦果,arts,base,0,0,922.3,667.0,55.0,0.0,80.0,0.15,2.975,1,1,,,1,2743.8,2743.8,2743,2743,,,,,,,,,,,,,,,,,4,15,0,无迹
斩业星熊,TANK,artsprotector,5,1,无始无明,arts,base,0,0,922.3,667.0,55.0,0.0,80.0,0.15,0.9,1,1,,,1,830.1,830.1,830,830,,,,,,,,,,,,,,,,,2,6,0,无迹
斩业星熊,TANK,artsprotector,5,2,地狱变相,physical,base,0,0,922.3,667.0,55.0,0.0,80.0,0.15,3.3,1,3.0,32.0,1.6,20,3043.6,3043.6,60871,60871,1902.2,1521.8,1637.1,,,,,182615,,,,,,,,,1,45,37,无迹
真言,CASTER,primcaster,5,0,共鸣溃缩,arts,base,0,0,842.0,695.0,60.0,0.0,87.0,0.0,3.25,1,1,,,1,2736.5,2736.5,2736,2736,,,,,,,,,252,neural,,,,,,,2,2,0,中枢神经探测模块
真言,CASTER,primcaster,5,1,意识联协,arts,base,0,0,842.0,695.0,60.0,0.0,87.0,0.0,2.4,1,1,25.0,0.8,32,2020.8,2020.8,64665,64665,2586.6,2020.8,2152.4,,,,3,161664,19399,neural,776.0,1.29,2.58,531.5,954.7,1486.2,1,25,18,中枢神经探测模块
真言,CASTER,primcaster,5,2,无言为真,arts,base,0,0,842.0,695.0,60.0,0.0,87.0,0.0,6.9375,1,2.0,40.0,1.6,25,5841.4,5841.4,146034,146034,3650.9,2980.3,3083.4,,,,,292068,,,,,,,,,1,40,31,中枢神经探测模块
止颂,WARRIOR,fearless,5,0,强力击·γ型,physical,base,0,0,1354.1,1044.0,85.0,0.0,80.0,0.12,2.9,1,1,,,1,3926.8,3926.8,3926,3926,,,,,,,,,,,,,,,,,2,2,0,苦修者的抗压训练
止颂,WARRIOR,fearless,5,1,虔修对决,physical,base,0,0,1354.1,1044.0,85.0,0.0,80.0,0.12,1.6,1,1,24.0,,1,2166.5,2166.5,2166,2166,90.3,,,,,,,,,,,,,,,,8,0,0,苦修者的抗压训练
烛煌,CASTER,primcaster,5,0,炙手之援,arts,base,0,0,839.0,662.0,90.0,0.0,87.0,0.0,0.7,1,1,,,1,587.3,587.3,587,587,,73.4,597.8,,,,,,,burn,,,,,,,1,16,8,沟通小助手
烛煌,CASTER,primcaster,5,1,沸血燎原,arts,base,0,0,839.0,662.0,90.0,0.0,87.0,0.0,0.875,1,3.0,35.0,2.5,14,734.1,734.1,10277,10277,293.6,214.1,371.4,,,,,30833,3523,burn,100.7,9.93,19.86,351.2,50.5,401.7,1,36,23,沟通小助手
烛煌,CASTER,primcaster,5,2,众恶的焚场,arts,base,0,0,839.0,662.0,90.0,0.0,87.0,0.0,1.72,1,1,7.500000000000001,0.30000000000000004,25,1443.1,1443.1,36077,36077,4810.3,2061.5,2397.1,,,,,,,,,,,,,,1,30,20,沟通小助手
浊心斯卡蒂,SUPPORT,bard,5,1,同葬无光之愿,arts,base,0,0,453.0,368.0,50.0,0.0,35.0,0.0,1.6,1,1,,,1,724.8,724.8,724,724,,12.9,368.9,,,,,,,,,,,,,,1,56,0,蜕化的残迹
浊心斯卡蒂,SUPPORT,bard,5,2,"""潮涌，潮枯""",arts,base,0,0,453.0,368.0,50.0,0.0,35.0,0.0,1.47,1,1,20.0,1.3,16,665.9,665.9,10654,10654,532.7,266.4,447.6,,,,,,,,,,,,,,1,35,15,蜕化的残迹
左乐,WARRIOR,musha,5,0,破虏,physical,base,0,0,910.0,780.0,40.0,0.0,90.0,0.0,2.0,1,1,,,1,1820.0,1820.0,1820,1820,,,,,,,,,,,,,,,,,1,4,6,“岂苦夜长”
左乐,WARRIOR,musha,5,1,行险,physical,base,0,0,910.0,780.0,40.0,0.0,90.0,0.0,2.7,1,1,12.0,,1,2457.0,2457.0,2457,2457,204.8,129.3,416.7,,,,,,,,,,,,,,1,20,13,“岂苦夜长”
左乐,WARRIOR,musha,5,2,佑序有炎,physical,base,0,0,910.0,780.0,40.0,0.0,90.0,0.0,2.45,1,1,,,1,2229.5,2229.5,2229,2229,,148.6,937.3,,,,,,,,,,,,,,1,25,10,“岂苦夜长”
埃拉托,SNIPER,siegesniper,4,0,安眠旋律,physical,base,0,0,1097.0,957.0,70.0,0.0,70.0,0.0,2.4,1,1,,,1,2632.8,2632.8,2632,2632,,292.5,780.1,,,,,,,,,,,,,,1,9,0,改弦更张
埃拉托,SNIPER,siegesniper,4,1,英雄赞歌,physical,base,0,0,1097.0,957.0,70.0,0.0,70.0,0.0,1.5,1,1,20.0,1.6,13,1645.5,1645.5,21391,21391,1069.6,713.0,969.0,,,,,,,,,,,,,,1,25,15,改弦更张
爱丽丝,CASTER,mystic,4,0,童话守卫者,arts,base,0,0,1471.0,1259.0,130.0,0.0,82.0,0.0,0.5,1,1,5.0,3.2,2,735.5,735.5,1471,1471,294.2,98.1,490.3,,,,,,,,,,,,,,1,15,5,梦之城堡立体书
爱丽丝,CASTER,mystic,4,1,梦乡摇篮,arts,base,0,0,1471.0,1259.0,130.0,0.0,82.0,0.0,3.0,1,2.0,,,1,4413.0,4413.0,4413,4413,,220.7,735.5,,,,,8826,,,,,,,,,1,30,10,梦之城堡立体书
阿兰娜,SUPPORT,craftsman,4,1,“万斤顶”,arts,base,0,0,665.0,560.0,50.0,0.0,55.0,0.0,1.5,1,1,15.0,1.0,15,997.5,997.5,14962,14962,997.5,748.1,914.4,,,,,,,,,,,,,,1,20,15,“随身保险杠”
阿罗玛,CASTER,blastcaster,4,0,强效清洁,arts,base,0,0,900.0,760.0,80.0,0.0,60.0,0.0,2.1,1,1,,,1,1890.0,1890.0,1890,1890,,236.2,573.8,,,,,,,,,,,,,,1,8,0,柠檬味的童年
阿罗玛,CASTER,blastcaster,4,1,小心地滑,arts,base,0,0,900.0,760.0,80.0,0.0,60.0,0.0,2.2,1,1,23.0,2.9,8,1980.0,1980.0,15840,15840,688.7,416.8,558.9,,,,,,,,,,,,,,1,42,27,柠檬味的童年
阿米娅,CASTER,corecaster,4,1,精神爆发,arts,base,0,0,732.0,612.0,70.0,0.0,50.0,0.0,0.6,8.0,1,25.0,1.6,16,439.2,439.2,56217,56217,2248.7,449.7,818.7,,,,,,,,,,,,,,1,100,0,DWDB-221E
阿米娅,CASTER,corecaster,4,2,奇美拉,true,base,0,0,732.0,612.0,70.0,0.0,50.0,0.0,3.3,1,1,30.0,1.6,19,2415.6,2415.6,45896,45896,1529.9,306.0,672.0,,,,,,,,,,,,,,1,120,0,DWDB-221E
安哲拉,SNIPER,longrange,4,0,攻击力强化·γ型,physical,base,0,0,1201.0,1070.0,40.0,0.0,91.0,0.0,2.0,1,1,30.0,2.25,14,2402.0,2402.0,33628,33628,1120.9,747.3,934.1,,,,,,,,,,,,,,1,30,15,枪支调试工具组
安哲拉,SNIPER,longrange,4,1,阻滞射击战术,physical,base,0,0,1201.0,1070.0,40.0,0.0,91.0,0.0,3.4,1,1,30.0,2.25,14,4083.4,4083.4,57167,57167,1905.6,1270.4,1457.2,,,,,,,,,,,,,,1,30,15,枪支调试工具组
奥达,WARRIOR,hammer,4,0,火花溅射,physical,base,0,0,1614.0,1190.0,70.0,0.0,85.0,0.2,2.4,1,1,,,1,3873.6,3873.6,3873,3873,,,,,,,,,,,,,,,,,2,2,0,旧背包
奥达,WARRIOR,hammer,4,1,锻锤之力,physical,base,0,0,1614.0,1190.0,70.0,0.0,85.0,0.2,2.0,1,1,18.0,1.8,10,3228.0,3228.0,32280,32280,1793.3,978.2,1418.4,,,,,,,,,,,,,,1,30,15,旧背包
奥斯塔,SNIPER,reaperrange,4,0,迅捷打击·γ型,physical,base,0,0,806.0,691.0,65.0,0.0,50.0,0.0,1.45,1,1,35.0,1.586206896551724,23,1168.7,1168.7,26880,26880,768.0,488.7,679.2,,,,,,,,,,,,,,1,35,15,逃亡路上的应急小包
奥斯塔,SNIPER,reaperrange,4,1,影钉,physical,base,0,0,806.0,691.0,65.0,0.0,50.0,0.0,1.7,1,1,25.0,2.8,9,1370.2,1370.2,12331,12331,493.3,246.6,424.0,,,,,,,,,,,,,,1,50,25,逃亡路上的应急小包
八幡海铃,SPECIAL,stalker,4,0,颤栗之弦,arts,base,0,0,909.0,809.0,30.0,0.0,70.0,0.0,0.7,5.0,1,2.1,3.2710280373831777,1,636.3,636.3,3181,3181,1515.0,,,,,,,,,,,,,,,,2,4,0,额外训练
八幡海铃,SPECIAL,stalker,4,1,无存之所,arts,base,0,0,909.0,809.0,30.0,0.0,70.0,0.0,1.0,1,1,15.0,3.2710280373831777,5,909.0,909.0,4545,4545,303.0,151.5,303.0,,,,,,,,,,,,,,1,40,25,额外训练
摆渡人,WARRIOR,centurion,4,0,奔流,physical,base,0,0,876.0,760.0,50.0,0.0,66.0,0.0,1.35,1,1,,,1,1182.6,1182.6,1182,1182,,,,,,,,,,,,,,,,,2,4,0,回家的路
摆渡人,WARRIOR,centurion,4,1,同胞的意志,physical,base,0,0,876.0,760.0,50.0,0.0,66.0,0.0,2.0,1,1,30.0,1.2,25,1752.0,1752.0,43800,43800,1460.0,973.3,1226.4,,,,,,,,,,,,,,1,45,30,回家的路
柏喙,WARRIOR,sword,4,0,飞针剑羽,arts,base,0,0,761.9,602.0,80.0,0.0,65.0,0.02,1.8,1,1,,,1,1371.5,1371.5,1371,1371,,,,,,,,,,,,,,,,,2,2,0,做工优良的衬衣
柏喙,WARRIOR,sword,4,1,异刃斩,physical,base,0,0,761.9,602.0,80.0,0.0,65.0,0.02,2.0,1,6.0,,,1,1523.9,1523.9,1523,1523,,,,,,,,9143,,,,,,,,,2,7,5,做工优良的衬衣
白金,SNIPER,fastshot,4,0,攻击力强化·γ型,physical,base,0,0,620.0,505.0,75.0,0.0,40.0,0.0,2.0,1,1,30.0,1.0,30,1240.0,1240.0,37200,37200,1240.0,826.7,1033.3,,,,,,,,,,,,,,1,30,15,独自旅行套装
白金,SNIPER,fastshot,4,1,天马视域,physical,base,0,0,620.0,505.0,75.0,0.0,40.0,0.0,2.0,1,1,,,1,1240.0,1240.0,1240,1240,,24.8,520.8,,,,,,,,,,,,,,1,50,0,独自旅行套装
白面鸮,MEDIC,ringhealer,4,0,治疗强化·γ型,none,base,0,0,437.0,335.0,55.0,0.0,47.0,0.0,1.9,1,1,30.0,2.85,11,830.3,,9133,,,,,,,,,,,,,,,,,,1,30,20,医疗环境分析装置
暴行,WARRIOR,centurion,4,0,强力击·β型,physical,base,0,0,879.7,705.0,0.0,0.0,60.0,0.15,2.3,1,1,,,1,2023.4,2023.4,2023,2023,,,,,,,,,,,,,,,,,2,3,0,未竟的旅程
暴行,WARRIOR,centurion,4,1,微差爆破,physical,base,0,0,879.7,705.0,0.0,0.0,60.0,0.15,4.0,1,5.0,,,1,3519.0,3519.0,3518,3518,,,,,,,,17594,,,,,,,,,2,17,0,未竟的旅程
贝娜,SPECIAL,dollkeeper,4,0,奋力修剪,physical,base,0,0,797.0,682.0,60.0,0.0,55.0,0.0,2.0,1,1,20.0,1.2,17,1594.0,1594.0,27098,27098,1354.9,903.3,1142.4,,,,,,,,,,,,,,1,35,25,《乔弗瑞古今童话集》精装本
贝娜,SPECIAL,dollkeeper,4,1,快速修剪,physical,base,0,0,797.0,682.0,60.0,0.0,55.0,0.0,1.9,1,1,22.0,0.6666666666666666,33,1514.3,1514.3,49971,49971,2271.5,1723.2,2025.5,,,,,,,,,,,,,,1,25,18,《乔弗瑞古今童话集》精装本
鞭刃,WARRIOR,instructor,4,1,鞭刃,physical,base,0,0,727.0,645.0,30.0,0.0,52.0,0.0,1.6,1,1,25.0,0.9905660377358491,26,1163.2,1163.2,30243,30243,1209.7,465.3,923.8,,,,,,,,,,,,,,1,60,20,加长鞭刃丝线
冰酿,SNIPER,hunter,4,0,攻击力强化·γ型,physical,base,0,0,1138.0,958.0,105.0,0.0,75.0,0.0,2.0,1,1,30.0,1.6,19,2276.0,2276.0,43244,43244,1441.5,961.0,1213.9,,,,,,,,,,,,,,1,30,15,“桀骜”
冰酿,SNIPER,hunter,4,1,酣醉之夜,physical,base,0,0,1138.0,958.0,105.0,0.0,75.0,0.0,2.4,1,1,40.0,1.6,25,2731.2,2731.2,68280,68280,1707.0,1241.5,1448.4,,,,,,,,,,,,,,1,40,25,“桀骜”
波卜,SUPPORT,ritualist,4,0,非和平劝说,arts,base,0,0,521.0,446.0,40.0,0.0,35.0,0.0,2.0,1,1,,,1,1042.0,1042.0,1042,1042,,104.2,468.9,,,,,,625,burn,,,,,,,1,10,0,社工课程二手教材
波卜,SUPPORT,ritualist,4,1,“此路不通”,arts,base,0,0,521.0,446.0,40.0,0.0,35.0,0.0,1.4,1,1,11.0,1.6,7,729.4,729.4,5105,5105,464.2,204.2,391.8,,,,,,729,burn,66.3,15.08,30.16,279.1,,279.1,1,24,10,社工课程二手教材
薄绿,CASTER,phalanx,4,0,风语,arts,base,0,0,859.0,732.0,75.0,0.0,52.0,0.0,1.6,1,1,20.0,2.0,10,1374.4,1374.4,13744,13744,687.2,429.5,590.6,,,,,,,,,,,,,,1,20,8,注意力保持装置
薄绿,CASTER,phalanx,4,1,聚能涡旋,arts,base,0,0,859.0,732.0,75.0,0.0,52.0,0.0,1.3,1,1,20.0,2.0,10,1116.7,1116.7,11167,11167,558.4,372.2,515.4,,,,,,,,,,,,,,1,25,15,注意力保持装置
伯塔尼,SUPPORT,ritualist,4,0,谐波破坏,arts,base,0,0,533.0,461.0,40.0,0.0,32.0,0.0,1.1,1,1,,,1,586.3,586.3,586,586,,117.3,543.7,,,,,,533,erosion,,,,,,,1,5,0,昨日、今日、明日
布洛卡,WARRIOR,centurion,4,0,通电,physical,base,0,0,1043.6,762.0,80.0,0.0,50.0,0.17,1.8,1,1,30.0,1.2,25,1878.6,1878.6,46963,46963,1565.5,782.7,1217.6,,,,,,,,,,,,,,1,50,20,“兄弟”
布洛卡,WARRIOR,centurion,4,1,高压电流,physical,base,0,0,1043.6,762.0,80.0,0.0,50.0,0.17,2.9,1,1,25.0,1.85,14,3026.6,3026.6,42371,42371,1694.9,1059.3,1398.5,,,,,,,,,,,,,,1,35,20,“兄弟”
裁度,SPECIAL,merchant,4,0,量衣尺,physical,base,0,0,836.0,741.0,25.0,0.0,70.0,0.0,1.6,1,1,,,1,1337.6,1337.6,1337,1337,,334.4,1170.4,,,,,,,,,,,,,,1,4,0,“头面人物”
裁度,SPECIAL,merchant,4,1,缝线缠身,physical,base,0,0,836.0,741.0,25.0,0.0,70.0,0.0,1.6,1,4.0,8.0,,1,1337.6,1337.6,1337,1337,167.2,121.6,349.6,,,,,5350,,,,,,,,,1,8,5,“头面人物”
苍苔,WARRIOR,instructor,4,0,强力击·β型,physical,base,0,0,745.0,650.0,35.0,0.0,60.0,0.0,2.3,1,1,,,1,1713.5,1713.5,1713,1713,,,,,,,,,,,,,,,,,2,3,0,餐后好时光
苍苔,WARRIOR,instructor,4,1,土石的恒心,physical,base,0,0,745.0,650.0,35.0,0.0,60.0,0.0,1.8,1,1,30.0,1.05,29,1341.0,1341.0,38889,38889,1296.3,864.2,1112.5,,,,,,,,,,,,,,1,50,35,餐后好时光
车尔尼,TANK,artsprotector,4,0,纷飞十指,physical,base,0,0,665.0,625.0,40.0,0.0,0.0,0.0,1.8,1,1,35.0,1.6,22,1197.0,1197.0,26334,26334,752.4,526.7,659.7,,,,,,,,,,,,,,1,35,20,“日复一日”
车尔尼,TANK,artsprotector,4,1,曲惊四座,arts,base,0,0,665.0,625.0,40.0,0.0,0.0,0.0,3.25,1,1,20.0,1.6,13,2161.2,2161.2,28096,28096,1404.8,702.4,918.5,,,,,,,,,,,,,,1,30,10,“日复一日”
承曦格雷伊,SNIPER,bombarder,4,0,迅捷打击·γ型,physical,base,0,0,728.0,628.0,60.0,0.0,40.0,0.0,1.45,1,1,35.0,1.4482758620689655,25,1055.6,1055.6,26389,26389,754.0,479.8,665.1,,,,,,,,,,,,,,1,35,15,新型电控设备技术原型
承曦格雷伊,SNIPER,bombarder,4,1,晨曦信标,arts,base,0,0,728.0,628.0,60.0,0.0,40.0,0.0,1.3,1,1,,,1,946.4,946.4,946,946,,37.9,387.3,,,,,,,,,,,,,,1,25,0,新型电控设备技术原型
赤冬,WARRIOR,musha,4,0,信影流·雷刀之势,physical,base,0,0,828.0,728.0,30.0,0.0,70.0,0.0,1.8,1,1,12.0,1.2,10,1490.4,1490.4,14904,14904,1242.0,532.3,946.3,,,,,,,,,,,,,,1,16,0,武将甲胄
赤冬,WARRIOR,musha,4,1,信影流·十文字胜,physical,base,0,0,828.0,728.0,30.0,0.0,70.0,0.0,2.0,1,1,20.0,,1,1656.0,1656.0,1656,1656,82.8,55.2,303.6,,,,,,,,,,,,,,1,25,15,武将甲胄
刺玫,MEDIC,incantationmedic,4,1,荆藤庇荫,arts,base,0,0,618.0,550.0,30.0,0.0,38.0,0.0,0.9,1,1,15.0,1.6,10,556.2,556.2,5562,5562,370.8,185.4,391.4,,,,,,,,,,,,,,1,30,15,碎片
达格达,WARRIOR,fighter,4,0,反制技巧,physical,base,0,0,664.0,574.0,40.0,0.0,50.0,0.0,2.1,1,1,,,1,1394.4,1394.4,1394,1394,,,,,,,,,,,,,,,,,4,4,3,后街圆盾
达格达,WARRIOR,fighter,4,1,精准捕杀,physical,base,0,0,664.0,574.0,40.0,0.0,50.0,0.0,1.35,1,1,15.0,0.78,20,896.4,896.4,17928,17928,1195.2,597.6,1040.3,,,,,,,,,,,,,,1,30,15,后街圆盾
戴菲恩,CASTER,mystic,4,0,“贯注”,arts,base,0,0,1462.0,1240.0,130.0,0.0,92.0,0.0,0.5,1,1,5.0,2.4615384615384617,3,731.0,731.0,2193,2193,438.6,146.2,633.5,,,,,,,,,,,,,,1,15,5,正义黯淡
戴菲恩,CASTER,mystic,4,1,“抢攻”,arts,base,0,0,1462.0,1240.0,130.0,0.0,92.0,0.0,2.0,1,1,30.0,2.3076923076923075,14,2924.0,2924.0,40936,40936,1364.5,818.7,1081.9,,,,,,,,,,,,,,1,40,20,正义黯淡
但书,SUPPORT,slower,4,0,纠纷起诉,arts,base,0,0,672.8,513.0,65.0,0.0,45.0,0.08,3.0,1,1,,,1,2018.5,2018.5,2018,2018,,403.7,807.4,,,,,,,,,,,,,,1,5,0,黛丝特的毕业礼
但书,SUPPORT,slower,4,1,致胜立论,arts,base,0,0,672.8,513.0,65.0,0.0,45.0,0.08,3.5,1,1,10.0,0.7272727272727272,14,2354.9,2354.9,32969,32969,3296.9,1648.5,1850.3,,,,,,,,,,,,,,1,25,15,黛丝特的毕业礼
