size,dps,skill,supports,def,combined,uplift,utility
4,新约能天使,开火成瘾症,巫恋+海霓+夜魔,300,6560,0.602,12.0
4,新约能天使,开火成瘾症,巫恋+海霓+烛煌,300,6560,0.602,13.5
3,涤火杰西卡,饱和迸射,灵知+华法琳,1200,6560,1.102,0.0
4,涤火杰西卡,饱和迸射,塞雷娅+灵知+华法琳,1200,6560,1.102,6.0
4,涤火杰西卡,饱和迸射,灵知+华法琳+阿斯卡纶,1200,6560,1.102,6.0
4,涤火杰西卡,饱和迸射,灵知+华法琳+予愿安洁莉娜,1200,6560,1.102,6.0
4,涤火杰西卡,饱和迸射,灵知+华法琳+泥岩,1200,6560,1.102,6.0
4,涤火杰西卡,饱和迸射,灵知+华法琳+和弦,1200,6560,1.102,6.0
4,涤火杰西卡,饱和迸射,灵知+华法琳+夜魔,1200,6560,1.102,6.0
4,涤火杰西卡,饱和迸射,灵知+华法琳+烛煌,1200,6560,1.102,7.5
4,领主·Sharp,沉默的爆发,初雪+海霓+铃兰,300,6560,0.849,6.0
4,真言,意识联协,巫恋+海蒂+灵知,300,6558,0.898,0.0
4,真言,意识联协,初雪+海蒂+灵知,300,6558,0.898,0.0
4,涤火杰西卡,饱和迸射,凛御银灰+初雪+海霓,300,6557,0.811,6.0
4,贝洛内,军师的手段,初雪+海霓+海蒂,300,6556,1.424,6.0
4,佩佩,阻遏混乱锤,初雪+濯尘芙蓉+华法琳,1200,6554,2.202,4.5
4,艾拉,“博萨克风暴”,海霓+海蒂+灵知,300,6554,1.091,6.0
4,新约能天使,开火成瘾症,巫恋+极境+濯尘芙蓉,300,6553,0.601,10.5
4,新约能天使,开火成瘾症,巫恋+濯尘芙蓉+引星棘刺,300,6553,0.601,4.5
4,领主·Sharp,沉默的爆发,初雪+极境+海蒂,1200,6553,1.688,6.0
4,领主·Sharp,沉默的爆发,初雪+海蒂+引星棘刺,1200,6553,1.688,0.0
4,烛煌,众恶的焚场,凛御银灰+巫恋+濯尘芙蓉,300,6552,0.703,4.5
4,烛煌,众恶的焚场,凛御银灰+初雪+濯尘芙蓉,300,6552,0.703,4.5
4,烛煌,众恶的焚场,凛御银灰+海霓+灵知,300,6552,0.703,6.0
3,涤火杰西卡,饱和迸射,海蒂+灵知,300,6551,0.81,0.0
4,涤火杰西卡,饱和迸射,塞雷娅+海蒂+灵知,300,6551,0.81,6.0
4,涤火杰西卡,饱和迸射,海蒂+灵知+阿斯卡纶,300,6551,0.81,6.0
4,涤火杰西卡,饱和迸射,海蒂+灵知+予愿安洁莉娜,300,6551,0.81,6.0
4,涤火杰西卡,饱和迸射,海蒂+灵知+泥岩,300,6551,0.81,6.0
4,涤火杰西卡,饱和迸射,海蒂+灵知+和弦,300,6551,0.81,6.0
4,涤火杰西卡,饱和迸射,海蒂+灵知+夜魔,300,6551,0.81,6.0
4,涤火杰西卡,饱和迸射,海蒂+灵知+烛煌,300,6551,0.81,7.5
4,能天使,过载模式,巫恋+濯尘芙蓉+灵知,300,6551,1.252,4.5
3,涤火杰西卡,掩蔽护卫,海蒂+华法琳,300,6550,1.275,0.0
4,涤火杰西卡,掩蔽护卫,塞雷娅+海蒂+华法琳,300,6550,1.275,6.0
4,涤火杰西卡,掩蔽护卫,海蒂+华法琳+阿斯卡纶,300,6550,1.275,6.0
4,涤火杰西卡,掩蔽护卫,海蒂+华法琳+予愿安洁莉娜,300,6550,1.275,6.0
4,涤火杰西卡,掩蔽护卫,海蒂+华法琳+泥岩,300,6550,1.275,6.0
4,涤火杰西卡,掩蔽护卫,海蒂+华法琳+和弦,300,6550,1.275,6.0
4,涤火杰西卡,掩蔽护卫,海蒂+华法琳+夜魔,300,6550,1.275,6.0
4,涤火杰西卡,掩蔽护卫,海蒂+华法琳+烛煌,300,6550,1.275,7.5
4,涤火杰西卡,掩蔽护卫,极境+铃兰+华法琳,300,6548,1.274,6.0
4,涤火杰西卡,掩蔽护卫,铃兰+引星棘刺+华法琳,300,6548,1.274,0.0
4,能天使,过载模式,极境+海蒂+铃兰,300,6545,1.25,6.0
4,能天使,过载模式,海蒂+铃兰+引星棘刺,300,6545,1.25,0.0
4,予愿安洁莉娜,重力自定义,海蒂+灵知+华法琳,300,6544,1.319,0.0
4,百炼嘉维尔,丛林之魂,初雪+极境+海蒂,1200,6542,2.294,6.0
4,百炼嘉维尔,丛林之魂,初雪+海蒂+引星棘刺,1200,6542,2.294,0.0
3,艾拉,“博萨克风暴”,灵知+华法琳,300,6542,1.087,0.0
4,艾拉,“博萨克风暴”,塞雷娅+灵知+华法琳,300,6542,1.087,6.0
4,艾拉,“博萨克风暴”,灵知+华法琳+阿斯卡纶,300,6542,1.087,6.0
4,艾拉,“博萨克风暴”,灵知+华法琳+予愿安洁莉娜,300,6542,1.087,6.0
4,艾拉,“博萨克风暴”,灵知+华法琳+泥岩,300,6542,1.087,6.0
4,艾拉,“博萨克风暴”,灵知+华法琳+和弦,300,6542,1.087,6.0
4,艾拉,“博萨克风暴”,灵知+华法琳+夜魔,300,6542,1.087,6.0
4,艾拉,“博萨克风暴”,灵知+华法琳+烛煌,300,6542,1.087,7.5
4,忍冬,隐狐之艺,凛御银灰+巫恋+华法琳,1200,6540,10.346,0.0
4,百炼嘉维尔,丛林之魂,初雪+海霓+铃兰,300,6538,0.888,6.0
3,艾拉,“博萨克风暴”,海蒂+华法琳,300,6537,1.085,0.0
4,艾拉,“博萨克风暴”,塞雷娅+海蒂+华法琳,300,6537,1.085,6.0
4,艾拉,“博萨克风暴”,海蒂+华法琳+阿斯卡纶,300,6537,1.085,6.0
4,艾拉,“博萨克风暴”,海蒂+华法琳+予愿安洁莉娜,300,6537,1.085,6.0
4,艾拉,“博萨克风暴”,海蒂+华法琳+泥岩,300,6537,1.085,6.0
4,艾拉,“博萨克风暴”,海蒂+华法琳+和弦,300,6537,1.085,6.0
4,艾拉,“博萨克风暴”,海蒂+华法琳+夜魔,300,6537,1.085,6.0
4,艾拉,“博萨克风暴”,海蒂+华法琳+烛煌,300,6537,1.085,7.5
4,百炼嘉维尔,丛林之魂,凛御银灰+巫恋+海霓,300,6536,0.888,6.0
4,贝洛内,军师的手段,巫恋+初雪+灵知,300,6536,1.417,0.0
4,贝洛内,军师的手段,巫恋+初雪+灵知,1200,6536,8.916,0.0
4,隐德来希,灵与欲的惜别,海蒂+灵知+华法琳,300,6536,1.573,0.0
4,重岳,拂尘,巫恋+海霓+海蒂,300,6535,1.206,6.0
4,涤火杰西卡,饱和迸射,凛御银灰+极境+海蒂,300,6534,0.805,6.0
4,涤火杰西卡,饱和迸射,凛御银灰+海蒂+引星棘刺,300,6534,0.805,0.0
4,可露希尔,Q.E.D.,凛御银灰+巫恋+海蒂,300,6534,1.637,0.0
4,可露希尔,Q.E.D.,初雪+海蒂+铃兰,300,6534,1.637,0.0
4,佩佩,阻遏混乱锤,巫恋+海蒂+华法琳,1200,6534,2.193,0.0
4,佩佩,阻遏混乱锤,濯尘芙蓉+灵知+华法琳,300,6533,1.217,4.5
4,真言,意识联协,巫恋+初雪+铃兰,300,6531,0.89,0.0
4,佩佩,阻遏混乱锤,凛御银灰+海蒂+华法琳,300,6530,1.216,0.0
4,领主·Sharp,沉默的爆发,海霓+海蒂+铃兰,300,6529,0.84,6.0
4,涤火杰西卡,饱和迸射,凛御银灰+巫恋+海霓,300,6528,0.803,6.0
4,新约能天使,开火成瘾症,初雪+濯尘芙蓉+灵知,1200,6527,1.516,4.5
4,贝洛内,军师的手段,凛御银灰+初雪+华法琳,1200,6527,8.903,0.0
4,可露希尔,Q.E.D.,初雪+濯尘芙蓉+华法琳,300,6525,1.633,4.5
4,领主·Sharp,沉默的爆发,凛御银灰+海霓+华法琳,1200,6524,1.676,6.0
3,重岳,拂尘,初雪+华法琳,300,6523,1.202,0.0
4,重岳,拂尘,初雪+塞雷娅+华法琳,300,6523,1.202,6.0
4,重岳,拂尘,初雪+华法琳+阿斯卡纶,300,6523,1.202,6.0
4,重岳,拂尘,初雪+华法琳+予愿安洁莉娜,300,6523,1.202,6.0
4,重岳,拂尘,初雪+华法琳+泥岩,300,6523,1.202,6.0
4,重岳,拂尘,初雪+华法琳+和弦,300,6523,1.202,6.0
4,重岳,拂尘,初雪+华法琳+夜魔,300,6523,1.202,6.0
4,重岳,拂尘,初雪+华法琳+烛煌,300,6523,1.202,7.5
4,真言,无言为真,巫恋+濯尘芙蓉+华法琳,300,6522,1.233,4.5
4,真言,无言为真,初雪+濯尘芙蓉+华法琳,300,6522,1.233,4.5
4,真言,无言为真,海霓+灵知+华法琳,300,6522,1.233,6.0
4,涤火杰西卡,饱和迸射,凛御银灰+初雪+灵知,1200,6522,1.09,0.0
4,能天使,过载模式,海蒂+濯尘芙蓉+灵知,300,6521,1.242,4.5
4,予愿安洁莉娜,重力自定义,铃兰+灵知+华法琳,300,6519,1.31,0.0
4,新约能天使,开火成瘾症,初雪+极境+濯尘芙蓉,1200,6517,1.512,10.5
4,新约能天使,开火成瘾症,初雪+濯尘芙蓉+引星棘刺,1200,6517,1.512,4.5
4,赤刃明霄陈,赤霄·绝影-驰,海霓+铃兰+华法琳,300,6517,1.171,6.0
4,新约能天使,开火成瘾症,凛御银灰+巫恋+铃兰,1200,6516,1.511,0.0
4,史尔特尔,黄昏,初雪+海霓+华法琳,300,6511,1.483,6.0
4,忍冬,隐狐之艺,凛御银灰+海蒂+铃兰,300,6511,1.232,0.0
4,佩佩,时光震荡,巫恋+铃兰+华法琳,1200,6510,1.825,0.0
4,可露希尔,Q.E.D.,巫恋+海蒂+华法琳,1200,6505,8.594,0.0
3,领主·Sharp,沉默的爆发,巫恋+初雪,300,6504,0.833,0.0
3,领主·Sharp,沉默的爆发,巫恋+初雪,1200,6504,1.668,0.0
4,领主·Sharp,沉默的爆发,巫恋+初雪+塞雷娅,300,6504,0.833,6.0
4,领主·Sharp,沉默的爆发,巫恋+初雪+塞雷娅,1200,6504,1.668,6.0
4,领主·Sharp,沉默的爆发,巫恋+初雪+极境,300,6504,0.833,6.0
4,领主·Sharp,沉默的爆发,巫恋+初雪+极境,1200,6504,1.668,6.0
4,领主·Sharp,沉默的爆发,巫恋+初雪+引星棘刺,300,6504,0.833,0.0
4,领主·Sharp,沉默的爆发,巫恋+初雪+引星棘刺,1200,6504,1.668,0.0
4,领主·Sharp,沉默的爆发,巫恋+初雪+阿斯卡纶,300,6504,0.833,6.0
4,领主·Sharp,沉默的爆发,巫恋+初雪+阿斯卡纶,1200,6504,1.668,6.0
4,领主·Sharp,沉默的爆发,巫恋+初雪+予愿安洁莉娜,300,6504,0.833,6.0
4,领主·Sharp,沉默的爆发,巫恋+初雪+予愿安洁莉娜,1200,6504,1.668,6.0
4,领主·Sharp,沉默的爆发,巫恋+初雪+泥岩,300,6504,0.833,6.0
4,领主·Sharp,沉默的爆发,巫恋+初雪+泥岩,1200,6504,1.668,6.0
4,领主·Sharp,沉默的爆发,巫恋+初雪+和弦,300,6504,0.833,6.0
4,领主·Sharp,沉默的爆发,巫恋+初雪+和弦,1200,6504,1.668,6.0
4,领主·Sharp,沉默的爆发,巫恋+初雪+夜魔,300,6504,0.833,6.0
4,领主·Sharp,沉默的爆发,巫恋+初雪+夜魔,1200,6504,1.668,6.0
4,领主·Sharp,沉默的爆发,巫恋+初雪+烛煌,300,6504,0.833,7.5
4,领主·Sharp,沉默的爆发,巫恋+初雪+烛煌,1200,6504,1.668,7.5
4,真言,意识联协,凛御银灰+海霓+华法琳,300,6502,0.881,6.0
4,新约能天使,开火成瘾症,凛御银灰+极境+灵知,300,6501,0.588,6.0
4,新约能天使,开火成瘾症,凛御银灰+灵知+引星棘刺,300,6501,0.588,0.0
4,能天使,过载模式,初雪+海霓+濯尘芙蓉,300,6501,1.235,10.5
4,领主·Sharp,沉默的爆发,巫恋+海霓+铃兰,300,6496,0.831,6.0
4,忍冬,隐狐之艺,凛御银灰+极境+华法琳,300,6496,1.227,6.0
4,忍冬,隐狐之艺,凛御银灰+引星棘刺+华法琳,300,6496,1.227,0.0
4,百炼嘉维尔,丛林之魂,凛御银灰+海蒂+华法琳,1200,6494,2.27,0.0
4,贝洛内,军师的手段,凛御银灰+海霓+华法琳,300,6494,1.401,6.0
3,艾拉,“博萨克风暴”,初雪+海蒂,300,6491,1.071,0.0
4,艾拉,“博萨克风暴”,初雪+塞雷娅+海蒂,300,6491,1.071,6.0
4,艾拉,“博萨克风暴”,初雪+海蒂+阿斯卡纶,300,6491,1.071,6.0
4,艾拉,“博萨克风暴”,初雪+海蒂+予愿安洁莉娜,300,6491,1.071,6.0
4,艾拉,“博萨克风暴”,初雪+海蒂+泥岩,300,6491,1.071,6.0
4,艾拉,“博萨克风暴”,初雪+海蒂+和弦,300,6491,1.071,6.0
4,艾拉,“博萨克风暴”,初雪+海蒂+夜魔,300,6491,1.071,6.0
4,艾拉,“博萨克风暴”,初雪+海蒂+烛煌,300,6491,1.071,7.5
4,真言,意识联协,凛御银灰+海蒂+华法琳,300,6490,0.878,0.0
3,佩佩,阻遏混乱锤,初雪+华法琳,300,6490,1.203,0.0
4,佩佩,阻遏混乱锤,初雪+塞雷娅+华法琳,300,6490,1.203,6.0
4,佩佩,阻遏混乱锤,初雪+华法琳+阿斯卡纶,300,6490,1.203,6.0
4,佩佩,阻遏混乱锤,初雪+华法琳+予愿安洁莉娜,300,6490,1.203,6.0
4,佩佩,阻遏混乱锤,初雪+华法琳+泥岩,300,6490,1.203,6.0
4,佩佩,阻遏混乱锤,初雪+华法琳+和弦,300,6490,1.203,6.0
4,佩佩,阻遏混乱锤,初雪+华法琳+夜魔,300,6490,1.203,6.0
4,佩佩,阻遏混乱锤,初雪+华法琳+烛煌,300,6490,1.203,7.5
4,艾拉,“博萨克风暴”,初雪+海蒂+铃兰,1200,6490,3.863,0.0
4,领主·Sharp,沉默的爆发,极境+濯尘芙蓉+华法琳,300,6489,0.829,10.5
4,领主·Sharp,沉默的爆发,濯尘芙蓉+引星棘刺+华法琳,300,6489,0.829,4.5
4,真言,意识联协,凛御银灰+巫恋+海蒂,300,6487,0.877,0.0
4,真言,意识联协,凛御银灰+初雪+海蒂,300,6487,0.877,0.0
4,新约能天使,开火成瘾症,巫恋+极境+海霓,1200,6485,1.499,12.0
4,新约能天使,开火成瘾症,巫恋+海霓+引星棘刺,1200,6485,1.499,6.0
4,重岳,拂尘,凛御银灰+濯尘芙蓉+华法琳,300,6485,1.189,4.5
4,领主·Sharp,沉默的爆发,初雪+濯尘芙蓉+灵知,300,6485,0.828,4.5
4,佩佩,时光震荡,铃兰+灵知+华法琳,300,6485,1.354,0.0
4,能天使,过载模式,凛御银灰+巫恋+濯尘芙蓉,300,6484,1.23,4.5
3,重岳,拂尘,巫恋+华法琳,300,6483,1.188,0.0
4,重岳,拂尘,巫恋+塞雷娅+华法琳,300,6483,1.188,6.0
4,重岳,拂尘,巫恋+华法琳+阿斯卡纶,300,6483,1.188,6.0
4,重岳,拂尘,巫恋+华法琳+予愿安洁莉娜,300,6483,1.188,6.0
4,重岳,拂尘,巫恋+华法琳+泥岩,300,6483,1.188,6.0
4,重岳,拂尘,巫恋+华法琳+和弦,300,6483,1.188,6.0
4,重岳,拂尘,巫恋+华法琳+夜魔,300,6483,1.188,6.0
4,重岳,拂尘,巫恋+华法琳+烛煌,300,6483,1.188,7.5
4,百炼嘉维尔,丛林之魂,凛御银灰+海霓+海蒂,300,6483,0.873,6.0
4,予愿安洁莉娜,酸橙的心事,初雪+濯尘芙蓉+华法琳,1200,6483,1.805,4.5
3,贝洛内,军师的手段,巫恋+华法琳,300,6483,1.397,0.0
4,贝洛内,军师的手段,巫恋+塞雷娅+华法琳,300,6483,1.397,6.0
4,贝洛内,军师的手段,巫恋+华法琳+阿斯卡纶,300,6483,1.397,6.0
4,贝洛内,军师的手段,巫恋+华法琳+予愿安洁莉娜,300,6483,1.397,6.0
4,贝洛内,军师的手段,巫恋+华法琳+泥岩,300,6483,1.397,6.0
4,贝洛内,军师的手段,巫恋+华法琳+和弦,300,6483,1.397,6.0
4,贝洛内,军师的手段,巫恋+华法琳+夜魔,300,6483,1.397,6.0
4,贝洛内,军师的手段,巫恋+华法琳+烛煌,300,6483,1.397,7.5
4,佩佩,时光震荡,初雪+海蒂+华法琳,300,6481,1.352,0.0
4,可露希尔,Q.E.D.,海霓+海蒂+华法琳,300,6479,1.615,6.0
4,贝洛内,军师的手段,凛御银灰+巫恋+初雪,300,6477,1.395,0.0
4,贝洛内,军师的手段,凛御银灰+巫恋+初雪,1200,6477,8.827,0.0
4,新约能天使,开火成瘾症,极境+引星棘刺+华法琳,1200,6476,1.496,6.0
4,艾拉,“博萨克风暴”,凛御银灰+海霓+海蒂,300,6476,1.066,6.0
4,涤火杰西卡,饱和迸射,海蒂+濯尘芙蓉+灵知,1200,6475,1.075,4.5
4,予愿安洁莉娜,酸橙的心事,海霓+铃兰+华法琳,300,6474,1.224,6.0
4,史尔特尔,黄昏,巫恋+海霓+华法琳,300,6474,1.469,6.0
4,隐德来希,灵与欲的惜别,初雪+海蒂+华法琳,1200,6474,4.654,0.0
4,赤刃明霄陈,赤霄·绝影-驰,海霓+海蒂+华法琳,300,6474,1.157,6.0
4,艾拉,“博萨克风暴”,凛御银灰+初雪+灵知,300,6474,1.065,0.0
4,涤火杰西卡,饱和迸射,初雪+海霓+铃兰,300,6473,0.788,6.0
4,史尔特尔,黄昏,海蒂+灵知+华法琳,300,6473,1.469,0.0
3,涤火杰西卡,饱和迸射,凛御银灰+华法琳,1200,6470,1.074,0.0
4,涤火杰西卡,饱和迸射,凛御银灰+塞雷娅+华法琳,1200,6470,1.074,6.0
4,涤火杰西卡,饱和迸射,凛御银灰+华法琳+阿斯卡纶,1200,6470,1.074,6.0
4,涤火杰西卡,饱和迸射,凛御银灰+华法琳+予愿安洁莉娜,1200,6470,1.074,6.0
4,涤火杰西卡,饱和迸射,凛御银灰+华法琳+泥岩,1200,6470,1.074,6.0
4,涤火杰西卡,饱和迸射,凛御银灰+华法琳+和弦,1200,6470,1.074,6.0
4,涤火杰西卡,饱和迸射,凛御银灰+华法琳+夜魔,1200,6470,1.074,6.0
4,涤火杰西卡,饱和迸射,凛御银灰+华法琳+烛煌,1200,6470,1.074,7.5
4,新约能天使,开火成瘾症,极境+濯尘芙蓉+华法琳,1200,6469,1.493,10.5
4,新约能天使,开火成瘾症,濯尘芙蓉+引星棘刺+华法琳,1200,6469,1.493,4.5
4,能天使,扫射模式,极境+海蒂+华法琳,300,6468,1.562,6.0
4,能天使,扫射模式,海蒂+引星棘刺+华法琳,300,6468,1.562,0.0
4,予愿安洁莉娜,酸橙的心事,海霓+海蒂+华法琳,300,6467,1.222,6.0
4,涤火杰西卡,掩蔽护卫,海霓+濯尘芙蓉+华法琳,300,6466,1.246,10.5
4,烛煌,众恶的焚场,巫恋+铃兰+濯尘芙蓉,300,6465,0.68,4.5
4,烛煌,众恶的焚场,初雪+铃兰+濯尘芙蓉,300,6465,0.68,4.5
4,烛煌,众恶的焚场,海霓+铃兰+灵知,300,6465,0.68,6.0
4,百炼嘉维尔,丛林之魂,初雪+濯尘芙蓉+灵知,300,6463,0.867,4.5
3,忍冬,隐狐之艺,初雪+海蒂,300,6463,1.216,0.0
4,忍冬,隐狐之艺,初雪+塞雷娅+海蒂,300,6463,1.216,6.0
4,忍冬,隐狐之艺,初雪+海蒂+阿斯卡纶,300,6463,1.216,6.0
4,忍冬,隐狐之艺,初雪+海蒂+予愿安洁莉娜,300,6463,1.216,6.0
4,忍冬,隐狐之艺,初雪+海蒂+泥岩,300,6463,1.216,6.0
4,忍冬,隐狐之艺,初雪+海蒂+和弦,300,6463,1.216,6.0
4,忍冬,隐狐之艺,初雪+海蒂+夜魔,300,6463,1.216,6.0
4,忍冬,隐狐之艺,初雪+海蒂+烛煌,300,6463,1.216,7.5
4,百炼嘉维尔,丛林之魂,极境+濯尘芙蓉+华法琳,300,6462,0.866,10.5
4,百炼嘉维尔,丛林之魂,濯尘芙蓉+引星棘刺+华法琳,300,6462,0.866,4.5
4,新约能天使,开火成瘾症,凛御银灰+初雪+濯尘芙蓉,1200,6461,1.49,4.5
3,涤火杰西卡,饱和迸射,凛御银灰+海蒂,300,6461,0.785,0.0
4,涤火杰西卡,饱和迸射,凛御银灰+塞雷娅+海蒂,300,6461,0.785,6.0
4,涤火杰西卡,饱和迸射,凛御银灰+海蒂+阿斯卡纶,300,6461,0.785,6.0
4,涤火杰西卡,饱和迸射,凛御银灰+海蒂+予愿安洁莉娜,300,6461,0.785,6.0
4,涤火杰西卡,饱和迸射,凛御银灰+海蒂+泥岩,300,6461,0.785,6.0
4,涤火杰西卡,饱和迸射,凛御银灰+海蒂+和弦,300,6461,0.785,6.0
4,涤火杰西卡,饱和迸射,凛御银灰+海蒂+夜魔,300,6461,0.785,6.0
4,涤火杰西卡,饱和迸射,凛御银灰+海蒂+烛煌,300,6461,0.785,7.5
4,佩佩,时光震荡,巫恋+海蒂+华法琳,300,6461,1.345,0.0
3,烛煌,众恶的焚场,海蒂+灵知,300,6461,0.679,0.0
4,烛煌,众恶的焚场,塞雷娅+海蒂+灵知,300,6461,0.679,6.0
4,烛煌,众恶的焚场,极境+海蒂+灵知,300,6461,0.679,6.0
4,烛煌,众恶的焚场,海蒂+灵知+引星棘刺,300,6461,0.679,0.0
4,烛煌,众恶的焚场,海蒂+灵知+阿斯卡纶,300,6461,0.679,6.0
4,烛煌,众恶的焚场,海蒂+灵知+予愿安洁莉娜,300,6461,0.679,6.0
4,烛煌,众恶的焚场,海蒂+灵知+泥岩,300,6461,0.679,6.0
4,烛煌,众恶的焚场,海蒂+灵知+和弦,300,6461,0.679,6.0
4,烛煌,众恶的焚场,海蒂+灵知+夜魔,300,6461,0.679,6.0
4,史尔特尔,黄昏,巫恋+海蒂+华法琳,1200,6460,2.396,0.0
4,涤火杰西卡,掩蔽护卫,海霓+海蒂+灵知,300,6459,1.244,6.0
4,涤火杰西卡,掩蔽护卫,巫恋+极境+海蒂,1200,6457,32.29,6.0
4,涤火杰西卡,掩蔽护卫,巫恋+海蒂+引星棘刺,1200,6457,32.29,0.0
4,能天使,扫射模式,海霓+铃兰+华法琳,300,6457,1.557,6.0
4,谬因,混沌的本质,铃兰+濯尘芙蓉+华法琳,300,6455,1.079,4.5
4,予愿安洁莉娜,重力自定义,凛御银灰+海蒂+华法琳,300,6455,1.287,0.0
3,领主·Sharp,沉默的爆发,初雪+海蒂,300,6454,0.819,0.0
4,领主·Sharp,沉默的爆发,初雪+塞雷娅+海蒂,300,6454,0.819,6.0
4,领主·Sharp,沉默的爆发,初雪+海蒂+阿斯卡纶,300,6454,0.819,6.0
4,领主·Sharp,沉默的爆发,初雪+海蒂+予愿安洁莉娜,300,6454,0.819,6.0
4,领主·Sharp,沉默的爆发,初雪+海蒂+泥岩,300,6454,0.819,6.0
4,领主·Sharp,沉默的爆发,初雪+海蒂+和弦,300,6454,0.819,6.0
4,领主·Sharp,沉默的爆发,初雪+海蒂+夜魔,300,6454,0.819,6.0
4,领主·Sharp,沉默的爆发,初雪+海蒂+烛煌,300,6454,0.819,7.5
4,百炼嘉维尔,丛林之魂,巫恋+海蒂+灵知,1200,6453,2.249,0.0
4,贝洛内,军师的手段,巫恋+海霓+海蒂,300,6453,1.386,6.0
3,艾拉,“博萨克风暴”,凛御银灰+华法琳,300,6453,1.059,0.0
4,艾拉,“博萨克风暴”,凛御银灰+塞雷娅+华法琳,300,6453,1.059,6.0
4,艾拉,“博萨克风暴”,凛御银灰+华法琳+阿斯卡纶,300,6453,1.059,6.0
4,艾拉,“博萨克风暴”,凛御银灰+华法琳+予愿安洁莉娜,300,6453,1.059,6.0
4,艾拉,“博萨克风暴”,凛御银灰+华法琳+泥岩,300,6453,1.059,6.0
4,艾拉,“博萨克风暴”,凛御银灰+华法琳+和弦,300,6453,1.059,6.0
4,艾拉,“博萨克风暴”,凛御银灰+华法琳+夜魔,300,6453,1.059,6.0
4,艾拉,“博萨克风暴”,凛御银灰+华法琳+烛煌,300,6453,1.059,7.5
4,百炼嘉维尔,丛林之魂,巫恋+海霓+铃兰,300,6452,0.864,6.0
4,贝洛内,军师的手段,海蒂+濯尘芙蓉+华法琳,300,6452,1.386,4.5
4,佩佩,阻遏混乱锤,凛御银灰+濯尘芙蓉+华法琳,300,6451,1.189,4.5
3,佩佩,阻遏混乱锤,巫恋+华法琳,300,6450,1.189,0.0
4,佩佩,阻遏混乱锤,巫恋+塞雷娅+华法琳,300,6450,1.189,6.0
4,佩佩,阻遏混乱锤,巫恋+华法琳+阿斯卡纶,300,6450,1.189,6.0
4,佩佩,阻遏混乱锤,巫恋+华法琳+予愿安洁莉娜,300,6450,1.189,6.0
4,佩佩,阻遏混乱锤,巫恋+华法琳+泥岩,300,6450,1.189,6.0
4,佩佩,阻遏混乱锤,巫恋+华法琳+和弦,300,6450,1.189,6.0
4,佩佩,阻遏混乱锤,巫恋+华法琳+夜魔,300,6450,1.189,6.0
4,佩佩,阻遏混乱锤,巫恋+华法琳+烛煌,300,6450,1.189,7.5
4,隐德来希,灵与欲的惜别,凛御银灰+海蒂+华法琳,300,6447,1.538,0.0
4,忍冬,隐狐之艺,巫恋+铃兰+华法琳,1200,6447,10.184,0.0
3,新约能天使,开火成瘾症,灵知+华法琳,1200,6446,1.484,0.0
4,新约能天使,开火成瘾症,塞雷娅+灵知+华法琳,1200,6446,1.484,6.0
4,新约能天使,开火成瘾症,灵知+华法琳+阿斯卡纶,1200,6446,1.484,6.0
4,新约能天使,开火成瘾症,灵知+华法琳+予愿安洁莉娜,1200,6446,1.484,6.0
4,新约能天使,开火成瘾症,灵知+华法琳+泥岩,1200,6446,1.484,6.0
4,新约能天使,开火成瘾症,灵知+华法琳+和弦,1200,6446,1.484,6.0
4,新约能天使,开火成瘾症,灵知+华法琳+夜魔,1200,6446,1.484,6.0
4,新约能天使,开火成瘾症,灵知+华法琳+烛煌,1200,6446,1.484,7.5
4,涤火杰西卡,掩蔽护卫,凛御银灰+初雪+灵知,300,6446,1.239,0.0
4,灵知,失温症,巫恋+海霓+濯尘芙蓉,300,6446,0.63,10.5
4,灵知,失温症,初雪+海霓+濯尘芙蓉,300,6446,0.63,10.5
4,忍冬,隐狐之艺,初雪+濯尘芙蓉+华法琳,1200,6445,10.18,4.5
4,予愿安洁莉娜,重力自定义,凛御银灰+铃兰+华法琳,300,6444,1.283,0.0
4,真言,无言为真,凛御银灰+海霓+华法琳,300,6444,1.206,6.0
4,涤火杰西卡,饱和迸射,巫恋+海霓+铃兰,300,6444,0.78,6.0
4,重岳,拂尘,巫恋+极境+华法琳,1200,6443,2.124,6.0
4,重岳,拂尘,巫恋+引星棘刺+华法琳,1200,6443,2.124,0.0
4,涤火杰西卡,饱和迸射,初雪+铃兰+灵知,1200,6442,1.065,0.0
4,领主·Sharp,沉默的爆发,极境+灵知+华法琳,1200,6441,1.642,6.0
4,领主·Sharp,沉默的爆发,灵知+引星棘刺+华法琳,1200,6441,1.642,0.0
4,可露希尔,Q.E.D.,巫恋+海蒂+铃兰,300,6441,1.599,0.0
4,隐德来希,灵与欲的惜别,初雪+濯尘芙蓉+华法琳,300,6441,1.536,4.5
3,灵知,失温症,海蒂+濯尘芙蓉,300,6440,0.628,4.5
4,灵知,失温症,塞雷娅+海蒂+濯尘芙蓉,300,6440,0.628,10.5
4,灵知,失温症,极境+海蒂+濯尘芙蓉,300,6440,0.628,10.5
4,灵知,失温症,海蒂+濯尘芙蓉+引星棘刺,300,6440,0.628,4.5
4,灵知,失温症,海蒂+濯尘芙蓉+阿斯卡纶,300,6440,0.628,10.5
4,灵知,失温症,海蒂+濯尘芙蓉+予愿安洁莉娜,300,6440,0.628,10.5
